Actual_Disease,Predicted_Disease,Correct,Prob_Alternaria_%,Prob_Apple Scab_%,Prob_Cedar Apple Rust_%,Prob_Fire Blight_%,Prob_Healthy_%,Prob_Powdery Mildew_%
Apple Scab,Apple Scab,True,2.1197657e-08,99.89157,0.09661511,0.011679396,0.0001344689,1.4988798e-07
Healthy,Healthy,True,1.4973048e-22,2.1083433e-14,2.4837789e-23,7.577589e-15,100.0,2.565827e-11
Cedar Apple Rust,Cedar Apple Rust,True,4.2036285e-05,1.2172772,98.78242,5.840191e-05,0.00020725344,1.1283649e-06
Healthy,Healthy,True,2.5173632e-17,2.760809e-17,1.3037073e-30,2.22526e-40,100.0,1.0058732e-12
Fire Blight,Fire Blight,True,0.008502547,0.00036766098,0.0001340899,99.885895,0.10359014,0.0015193023
Apple Scab,Apple Scab,True,1.24498e-07,99.874214,0.113019474,0.01121007,0.0015526629,2.0641767e-06
Alternaria,Alternaria,True,100.0,4.1658742e-12,6.7379865e-12,1.397524e-12,1.8543467e-06,1.3311372e-13
Alternaria,Alternaria,True,99.999985,1.1686398e-08,3.0401333e-07,8.199832e-07,1.715423e-05,1.6019902e-09
Cedar Apple Rust,Cedar Apple Rust,True,1.6901974e-09,0.00041838957,99.9983,0.0012887024,1.2343522e-06,1.9933977e-09
Fire Blight,Fire Blight,True,0.023614157,0.0029989122,0.108366236,99.836,0.025151262,0.003871425
Apple Scab,Apple Scab,True,6.573056e-10,99.91123,0.08788969,0.00085269194,1.8766585e-05,1.151638e-08
Fire Blight,Powdery Mildew,False,0.12011547,0.00012053469,0.00048853765,33.28083,10.798418,55.800026
Fire Blight,Fire Blight,True,0.0032260586,3.448629e-06,1.3552486e-05,99.768425,0.22774753,0.00057467475
Fire Blight,Fire Blight,True,5.5009e-06,2.935369e-06,1.5682369e-07,99.99788,0.002120785,1.1188012e-11
Apple Scab,Apple Scab,True,1.2348994e-07,98.45464,1.5433072,0.0020227248,3.9071107e-05,3.8443324e-07
Cedar Apple Rust,Cedar Apple Rust,True,9.07689e-09,0.0017608698,99.99152,0.0067120497,4.5607953e-06,1.2080167e-08
Fire Blight,Fire Blight,True,0.01267863,1.5444848e-05,0.0006003402,99.96639,0.019842712,0.00046770996
Fire Blight,Fire Blight,True,2.3023485e-05,1.623378e-05,1.541246e-05,97.97258,2.0250392,0.0023339824
Powdery Mildew,Powdery Mildew,True,3.868892e-06,3.3339828e-07,1.5668725e-09,0.000112782785,2.6567366,97.34315
Cedar Apple Rust,Cedar Apple Rust,True,9.3155805e-08,0.0007496381,99.99925,2.97255e-06,2.7074102e-06,7.2121793e-09
Alternaria,Alternaria,True,100.0,3.7839923e-10,7.6805603e-13,2.9116118e-20,3.0943013e-06,3.194202e-16
Alternaria,Alternaria,True,99.99974,5.672114e-07,1.5656711e-08,5.1727296e-11,0.00025759407,1.5164872e-09
Alternaria,Alternaria,True,100.0,3.6667232e-11,7.446981e-13,4.0283345e-12,4.263174e-06,3.2604124e-14
Healthy,Healthy,True,4.301686e-21,7.15971e-17,1.7364783e-24,2.5402582e-14,100.0,1.9357548e-10
Apple Scab,Apple Scab,True,0.00015064857,99.91546,0.078193806,0.0033380527,0.0028220045,5.1417053e-05
Alternaria,Alternaria,True,100.0,1.2684218e-14,1.8392857e-16,5.845107e-15,1.1354365e-07,6.831654e-19
Cedar Apple Rust,Cedar Apple Rust,True,5.8072082e-08,0.012263751,99.96637,0.021322293,4.663792e-05,3.1115377e-07
Fire Blight,Fire Blight,True,0.0076737036,0.025895616,0.0050128032,99.9331,0.028087106,0.00022821632
Apple Scab,Apple Scab,True,2.4113487e-09,99.897064,0.10292418,2.0515884e-06,1.61319e-05,2.4087379e-09
Healthy,Healthy,True,1.4271999e-25,8.203078e-24,9.7601784e-32,6.525303e-19,100.0,1.4855382e-16
Apple Scab,Apple Scab,True,3.955476e-09,99.98966,0.00929136,0.00076789083,0.00027723276,6.811835e-08
Alternaria,Alternaria,True,99.999985,2.0694727e-11,3.6461194e-12,6.622116e-13,1.2989421e-05,3.1888131e-13
Cedar Apple Rust,Cedar Apple Rust,True,1.8755646e-06,0.47955263,99.52011,0.0002767512,5.32392e-05,1.3699589e-06
Apple Scab,Apple Scab,True,9.4044356e-12,99.996994,0.0029957066,1.1155638e-06,8.3604045e-06,2.1946787e-10
Healthy,Healthy,True,5.3196206e-13,6.595306e-17,8.312548e-23,5.469586e-14,100.0,1.9181757e-06
Powdery Mildew,Powdery Mildew,True,1.8722324e-07,4.4468337e-07,2.150458e-08,8.287805e-07,1.0179012,98.98209
Healthy,Healthy,True,4.579658e-07,3.45099e-08,1.2447585e-11,5.59167e-07,68.37691,31.623087
Fire Blight,Fire Blight,True,0.0016900427,0.0012073665,0.022655154,99.96624,0.008052461,0.000149883
Fire Blight,Fire Blight,True,4.3127093e-06,0.000118094125,0.0011473557,99.996735,0.001995461,1.3646621e-06
Alternaria,Alternaria,True,100.0,3.4034577e-14,4.0668695e-14,1.5974843e-12,5.7334727e-08,1.22654656e-17
Fire Blight,Fire Blight,True,3.632498e-06,1.703324e-05,0.00011647024,99.996185,0.0036802292,1.8844386e-07
Cedar Apple Rust,Cedar Apple Rust,True,5.309562e-08,0.020469036,99.90646,0.07301008,5.35494e-05,1.497663e-07
Alternaria,Alternaria,True,99.99987,4.5226557e-08,1.05847505e-07,1.8268441e-08,0.00013557168,1.91264e-08
Fire Blight,Fire Blight,True,0.0038224778,9.957261e-05,0.00012465188,99.99342,0.0025262914,2.3285816e-06
Apple Scab,Apple Scab,True,3.1690935e-11,99.94568,0.054311257,5.985123e-08,2.0808625e-06,1.02190784e-10
Apple Scab,Apple Scab,True,8.072903e-09,99.98995,0.010020052,1.8186608e-07,2.9160708e-05,3.7912207e-09
Alternaria,Alternaria,True,99.99974,7.6884197e-07,2.7444148e-07,1.9805543e-07,0.00026070606,3.138657e-08
Alternaria,Alternaria,True,99.99993,2.6686875e-11,1.3177976e-06,8.179797e-08,7.464583e-05,3.4650138e-10
Healthy,Healthy,True,6.8928894e-17,8.9528015e-14,5.335543e-17,1.6918431e-08,100.0,7.087892e-08
Apple Scab,Apple Scab,True,5.4082534e-07,99.65096,0.34890568,9.431419e-06,0.00011966636,1.09762425e-07
Powdery Mildew,Powdery Mildew,True,3.3893784e-06,3.3267331e-06,2.6651315e-07,3.9738567e-05,0.71030676,99.289665
Powdery Mildew,Powdery Mildew,True,2.0037274e-05,1.0512376e-06,2.203395e-08,0.0015630351,4.4231415,95.57528
Powdery Mildew,Powdery Mildew,True,7.353076e-07,5.895338e-07,4.8627268e-08,8.056516e-06,0.4798232,99.52016
Apple Scab,Apple Scab,True,1.4376265e-07,99.87049,0.083529465,0.04550525,0.00048147116,6.8980086e-07
Apple Scab,Apple Scab,True,0.0017149181,99.68999,0.13818485,0.16278784,0.0068596397,0.00047445807
Powdery Mildew,Powdery Mildew,True,2.2696306e-06,3.9584756e-06,1.0253346e-07,0.00024294657,4.989252,95.010506
Cedar Apple Rust,Cedar Apple Rust,True,0.00018424926,2.4914882,95.40069,2.1052094,0.002221993,0.00020866872
Cedar Apple Rust,Cedar Apple Rust,True,2.0607985e-07,0.037789255,99.96064,0.0015604161,1.6322107e-05,1.07219535e-07
Alternaria,Alternaria,True,100.0,6.376326e-14,1.1576464e-13,8.6995064e-11,1.2141611e-06,5.225605e-16
Alternaria,Alternaria,True,100.0,9.998797e-18,1.1754783e-19,1.586768e-23,6.8197337e-10,6.680542e-23
Apple Scab,Apple Scab,True,1.8688656e-06,96.03011,3.9674003,0.0022594682,0.0002218992,6.6621715e-07
Fire Blight,Fire Blight,True,1.5341897e-06,1.9888757e-06,1.9493698e-06,99.99744,0.0025550765,4.3396087e-09
Fire Blight,Fire Blight,True,0.008120514,6.0681396e-06,9.5445794e-05,99.98945,0.0023170162,3.7171682e-07
Powdery Mildew,Powdery Mildew,True,2.5184935e-08,1.1322569e-08,1.1569837e-10,1.7725258e-08,1.014866,98.98514
Alternaria,Alternaria,True,99.999825,1.441254e-08,1.8750506e-09,1.5442205e-05,0.00016617998,1.4552963e-10
Alternaria,Alternaria,True,99.99996,2.9496944e-08,5.387541e-06,1.0997225e-06,3.4553883e-05,2.3921811e-09
Healthy,Fire Blight,False,8.1874056e-08,2.3220149e-07,1.5726246e-05,90.60772,9.39226,2.7255126e-07
Fire Blight,Fire Blight,True,0.0007537729,1.8217546e-05,8.752974e-05,99.99311,0.006018632,1.5998834e-05
Apple Scab,Apple Scab,True,1.825164e-07,99.91548,0.08442864,2.5859623e-05,6.633632e-05,3.5951012e-07
Alternaria,Alternaria,True,100.0,1.7666426e-12,8.139798e-17,1.3198153e-22,1.2750305e-08,1.9980378e-20
Apple Scab,Apple Scab,True,4.6593374e-10,99.98798,0.011568076,0.00043765677,8.622547e-06,1.7664193e-09
Alternaria,Alternaria,True,100.0,1.922226e-10,1.3710038e-11,4.0068265e-11,5.3597546e-07,7.0805436e-15
Alternaria,Alternaria,True,99.98595,1.511854e-05,1.4524069e-07,8.9535963e-13,0.014040029,1.0378697e-07
Healthy,Healthy,True,1.4327938e-11,1.5218483e-10,4.957017e-16,9.288858e-09,99.983826,0.016172457
Alternaria,Alternaria,True,99.999985,1.0691237e-09,9.176546e-11,6.416117e-15,7.949176e-06,7.685483e-13
Apple Scab,Apple Scab,True,1.6571662e-10,99.27458,0.72540945,1.4115143e-06,1.9067178e-06,1.1402597e-09
Healthy,Healthy,True,0.00012664986,1.2721088e-07,4.4547272e-11,0.00027201348,99.6696,0.33000022
Alternaria,Alternaria,True,100.0,2.3319058e-16,3.9005284e-18,1.1369015e-22,8.872887e-10,4.8605393e-22
Apple Scab,Apple Scab,True,0.0027086348,99.84435,0.06233729,0.086773165,0.0038057514,2.7963912e-05
Apple Scab,Apple Scab,True,1.31025685e-11,96.40142,3.5985768,7.872642e-08,6.402383e-07,1.1973297e-10
Powdery Mildew,Powdery Mildew,True,7.791767e-08,1.4177363e-08,4.0891006e-11,1.3345411e-07,2.581936,97.41806
Cedar Apple Rust,Cedar Apple Rust,True,3.1256078e-09,0.0012231132,99.99095,0.0078238,1.4069764e-06,1.5833674e-09
Cedar Apple Rust,Cedar Apple Rust,True,2.8232538e-05,0.03680599,99.959984,0.003042351,0.00013175125,9.539997e-06
Apple Scab,Apple Scab,True,2.6408637e-08,99.813614,0.17417492,0.011951526,0.00025523006,3.51695e-07
Cedar Apple Rust,Cedar Apple Rust,True,1.6060433e-09,0.1376311,99.861755,0.0006038778,1.060075e-05,6.3574326e-08
Cedar Apple Rust,Cedar Apple Rust,True,0.00029271282,0.0010791963,99.99796,0.0005963817,6.9057656e-05,2.5954416e-06
Cedar Apple Rust,Cedar Apple Rust,True,1.4389388e-08,0.32159904,99.6784,5.8759088e-06,3.712008e-06,3.61106e-08
Fire Blight,Fire Blight,True,0.0010527619,5.090579e-07,1.6196589e-05,99.97543,0.023486758,9.893065e-06
Apple Scab,Apple Scab,True,1.4747727e-07,99.948006,0.051916663,3.390024e-06,7.932714e-05,2.9480942e-08
Cedar Apple Rust,Cedar Apple Rust,True,2.7706687e-07,0.12525102,99.87293,0.0018072762,1.6712529e-05,9.976515e-07
Healthy,Powdery Mildew,False,3.0461984e-05,1.2541015e-05,9.222426e-06,0.0003266207,21.548119,78.45151
Healthy,Healthy,True,1.102841e-12,5.950006e-09,6.460798e-14,1.00140994e-07,99.99963,0.00036782242
Healthy,Healthy,True,2.9622887e-10,1.3948308e-10,1.1553201e-16,8.760414e-12,97.92866,2.0713403
Healthy,Healthy,True,1.5120125e-13,3.9705563e-15,2.6686488e-20,2.1525773e-16,99.99894,0.0010559862
Fire Blight,Fire Blight,True,0.004328103,0.0037024322,0.00022269656,99.96969,0.02172308,0.0003318644
Alternaria,Alternaria,True,99.99975,3.7953316e-06,6.930766e-08,1.3983072e-08,0.00024620857,9.920685e-09
Cedar Apple Rust,Cedar Apple Rust,True,1.9740028e-08,0.0011869846,99.99881,3.2680495e-07,3.907876e-07,9.961713e-10
Powdery Mildew,Powdery Mildew,True,1.5706728e-06,8.7335074e-08,2.5794157e-11,1.5935044e-05,44.435123,55.56486
Healthy,Healthy,True,1.0029402e-06,2.232917e-06,2.1778013e-12,1.3552245e-17,99.99797,0.0020199304
Alternaria,Alternaria,True,99.999954,5.272008e-11,2.1679475e-12,3.8357673e-09,4.2492105e-05,4.0241527e-13
Cedar Apple Rust,Cedar Apple Rust,True,4.811536e-06,0.5190806,99.4803,0.0005398248,7.2143695e-05,4.1698236e-06
Apple Scab,Apple Scab,True,0.0003628687,84.21667,15.781508,0.0010520733,0.00041306872,4.3788405e-06
Alternaria,Alternaria,True,100.0,3.5159606e-13,2.2937693e-13,5.651954e-11,1.0649511e-06,1.166974e-15
Alternaria,Alternaria,True,100.0,1.188022e-15,2.981654e-16,7.220652e-18,1.1380878e-08,2.9681903e-19
Apple Scab,Apple Scab,True,1.1086762e-11,99.99933,0.0005795633,8.408259e-05,8.197354e-07,3.2804568e-11
Fire Blight,Fire Blight,True,0.0047381744,4.0713305e-05,0.021319497,99.97261,0.0012833938,2.692072e-06
Fire Blight,Fire Blight,True,0.0019968525,0.015597629,0.0002530731,99.954865,0.027197946,9.4550276e-05
Apple Scab,Apple Scab,True,1.0911041e-11,99.987076,0.0129150385,2.844937e-08,3.4325365e-06,2.487893e-10
Apple Scab,Apple Scab,True,1.256977e-09,99.97418,0.025793578,3.5158512e-09,1.7694752e-05,3.5078518e-10
Apple Scab,Apple Scab,True,7.92509e-13,99.994255,0.0057501877,8.46934e-07,2.5818403e-07,1.5360428e-11
Alternaria,Alternaria,True,99.999985,1.1959813e-08,2.191251e-07,2.692652e-12,1.032084e-05,7.7464155e-12
Fire Blight,Fire Blight,True,0.0022248703,4.7392015e-07,0.00025889667,99.99555,0.0019677882,3.5220975e-07
Cedar Apple Rust,Cedar Apple Rust,True,2.205705e-07,0.02715436,99.93019,0.0424698,0.00017590169,1.4990084e-06
Alternaria,Alternaria,True,100.0,1.2604554e-11,5.063502e-14,5.35473e-17,4.4322928e-08,6.499197e-18
Powdery Mildew,Powdery Mildew,True,9.775092e-08,1.4948881e-07,2.308262e-09,6.651342e-07,0.7872657,99.21273
Alternaria,Alternaria,True,100.0,8.189413e-17,8.530757e-18,8.014897e-22,4.2161203e-09,1.5085031e-20
Alternaria,Alternaria,True,100.0,4.043107e-08,5.2129384e-10,4.5220568e-12,3.770089e-06,6.496016e-13
Powdery Mildew,Powdery Mildew,True,4.3910233e-05,3.1025505e-05,4.914879e-06,0.0061618383,1.3981706,98.59558
Apple Scab,Apple Scab,True,6.030897e-06,99.4175,0.5812273,0.00011787791,0.0011451184,1.6655298e-06
Powdery Mildew,Powdery Mildew,True,5.523309e-06,6.382509e-07,2.156802e-08,1.841742e-05,3.6755424,96.324425
Healthy,Healthy,True,3.9375312e-08,1.6964748e-05,2.2715074e-05,2.258236,97.74101,0.0007037224
Powdery Mildew,Powdery Mildew,True,1.1953888e-05,3.6650254e-06,1.01058696e-07,0.00022251923,1.3441216,98.65563
Apple Scab,Apple Scab,True,3.6755e-07,98.85446,1.1390042,0.006397551,0.00013467636,4.0821915e-06
Cedar Apple Rust,Apple Scab,False,7.680723e-11,64.90398,35.096024,4.8413915e-07,2.5623638e-06,1.6574476e-09
Apple Scab,Apple Scab,True,1.4584013e-07,99.865746,0.13279396,0.0012635167,0.00019469326,1.6063489e-06
Apple Scab,Apple Scab,True,2.142495e-09,99.24777,0.7522234,4.431023e-06,1.148715e-05,6.3369283e-09
Cedar Apple Rust,Cedar Apple Rust,True,4.9978597e-05,0.12123728,99.878555,9.130508e-05,7.049503e-05,7.033769e-07
Alternaria,Alternaria,True,100.0,1.1523344e-18,4.5940977e-21,2.647458e-25,4.8730794e-11,2.621e-25
Powdery Mildew,Powdery Mildew,True,7.967806e-06,1.094885e-05,1.5711272e-07,0.0003375181,4.3865485,95.61309
Healthy,Healthy,True,2.472992e-05,2.1720746e-06,5.637859e-09,2.617714e-10,91.45228,8.547706
Alternaria,Alternaria,True,100.0,1.762039e-12,1.40808806e-11,3.3618453e-13,8.556911e-07,1.0072358e-13
Fire Blight,Fire Blight,True,0.0032799856,0.0003854963,0.00093200605,99.97102,0.023679402,0.00069591927
Powdery Mildew,Powdery Mildew,True,2.1516885e-06,4.3176933e-06,3.9218887e-07,8.9773865e-05,0.8283806,99.171524
Alternaria,Alternaria,True,100.0,5.3159442e-11,5.8203106e-11,1.859893e-18,5.3446074e-06,1.4952219e-14
Powdery Mildew,Powdery Mildew,True,9.3347786e-08,6.479865e-08,4.8362956e-11,1.4293357e-08,7.98429,92.0157
Fire Blight,Fire Blight,True,0.0018094297,0.00044274965,7.231516e-05,99.91492,0.08211099,0.0006361462
Healthy,Healthy,True,4.93951e-15,3.977578e-12,3.2546898e-18,1.7663698e-08,100.0,2.1820338e-07
Apple Scab,Apple Scab,True,1.02883135e-07,99.93374,0.04122143,0.024590133,0.00045201086,4.6787272e-07
Apple Scab,Apple Scab,True,1.5685859e-07,99.98007,0.018609248,0.0010346563,0.00028243236,5.7078176e-07
Cedar Apple Rust,Cedar Apple Rust,True,1.4303634e-05,1.1995602,98.78079,0.019484889,0.0001448777,3.8784337e-06
Powdery Mildew,Powdery Mildew,True,5.248153e-07,8.575291e-07,1.4213396e-07,1.2475695e-05,0.873921,99.12607
Apple Scab,Apple Scab,True,2.1532999e-10,99.927704,0.07228921,4.1202306e-08,2.9793657e-06,7.1348133e-10
Fire Blight,Fire Blight,True,0.0015746006,0.00024804036,0.12482315,99.845436,0.027316492,0.0006043414
Powdery Mildew,Powdery Mildew,True,1.8480895e-07,1.6468283e-07,3.486078e-10,7.6404626e-07,4.325263,95.67474
Powdery Mildew,Powdery Mildew,True,1.0831238e-06,2.7851866e-06,1.1103791e-07,2.6085377e-06,1.3130716,98.68693
Apple Scab,Apple Scab,True,3.165164e-11,99.99593,0.004055561,6.7269625e-09,7.357534e-06,6.0115836e-11
Healthy,Healthy,True,2.5502479e-15,2.8949134e-18,1.6096128e-29,2.107413e-39,100.0,4.4224984e-15
Healthy,Healthy,True,6.0668933e-17,7.333732e-14,1.7801489e-23,3.6532687e-16,100.0,5.394545e-06
Powdery Mildew,Powdery Mildew,True,5.09049e-08,2.1107859e-08,2.1427147e-11,8.657714e-08,7.4278564,92.57214
Apple Scab,Apple Scab,True,8.371721e-10,99.96368,0.036298357,9.217067e-06,1.4609052e-05,8.272045e-09
Apple Scab,Apple Scab,True,1.3903366e-08,99.98925,0.010748824,7.2764726e-07,7.839212e-06,2.6396674e-09
Healthy,Healthy,True,1.3110993e-14,1.2974148e-10,1.3511865e-21,2.113882e-16,100.0,4.2415186e-06
Alternaria,Alternaria,True,100.0,5.797011e-11,2.0129256e-12,4.3570528e-17,5.434074e-07,8.781845e-15
Powdery Mildew,Powdery Mildew,True,4.074759e-05,2.7458625e-05,2.0946825e-06,0.00027593412,1.0600686,98.93959
Powdery Mildew,Powdery Mildew,True,3.58544e-07,4.1099435e-07,1.751434e-08,2.4984583e-06,0.5713466,99.42866
Cedar Apple Rust,Cedar Apple Rust,True,3.5120618e-06,0.0044124266,99.99474,0.00080380944,2.6701586e-05,1.6416556e-06
Powdery Mildew,Powdery Mildew,True,5.792932e-07,3.316218e-07,3.0832926e-08,5.5386854e-06,0.34674168,99.65326
Apple Scab,Apple Scab,True,5.306535e-12,99.99342,0.0065035443,7.697765e-05,6.1273096e-07,5.963775e-11
Cedar Apple Rust,Cedar Apple Rust,True,2.705983e-06,0.05482669,99.94463,0.00047701015,5.7211117e-05,1.2370381e-06
Apple Scab,Apple Scab,True,6.413185e-11,99.9928,0.0070284572,0.00016218841,4.5249635e-06,5.2852356e-10
Powdery Mildew,Powdery Mildew,True,1.1115806e-06,6.5727585e-07,2.644323e-07,2.847122e-05,0.5679121,99.43206
Powdery Mildew,Powdery Mildew,True,1.7677716e-05,1.3181916e-05,2.6335675e-07,0.00081505196,2.0551848,97.94397
Healthy,Healthy,True,2.4864312e-13,1.756105e-10,8.508927e-19,1.6950547e-14,99.99025,0.0097543085
Cedar Apple Rust,Cedar Apple Rust,True,0.0016561202,0.00722158,80.2484,19.736563,0.0059973174,0.00016880716
Healthy,Healthy,True,6.456732e-10,1.7042376e-08,7.310425e-17,6.82627e-24,99.999985,9.635322e-06
Healthy,Healthy,True,7.1715167e-10,7.673465e-15,1.2335044e-18,3.5787994e-11,100.0,1.7077604e-06
Apple Scab,Apple Scab,True,2.3147706e-11,99.99922,0.0007669104,1.954658e-06,1.2221461e-05,3.0392994e-10
Alternaria,Alternaria,True,100.0,1.9038235e-12,5.116434e-13,2.6819803e-16,9.601619e-07,6.2012315e-15
Alternaria,Alternaria,True,100.0,2.1668677e-10,2.2620356e-13,5.4626703e-19,1.856055e-07,4.938808e-17
Apple Scab,Apple Scab,True,4.7106704e-07,99.972496,0.026626782,2.0538164e-05,0.0008572946,5.2496753e-06
Cedar Apple Rust,Cedar Apple Rust,True,1.9902152e-06,27.298243,72.69482,0.0068595866,7.32206e-05,2.334167e-06
Alternaria,Alternaria,True,100.0,3.2444283e-09,2.0055764e-11,1.5759281e-15,5.591278e-07,6.2147506e-16
Cedar Apple Rust,Cedar Apple Rust,True,2.7332655e-07,0.0026358636,99.99703,0.00032636177,4.4960925e-06,8.029926e-08
Powdery Mildew,Powdery Mildew,True,0.0035302222,0.004694668,0.004885166,1.4239088,3.1584713,95.4045
Alternaria,Alternaria,True,100.0,1.6245595e-10,1.0646463e-10,1.0125851e-09,3.204751e-06,9.403172e-13
Fire Blight,Fire Blight,True,0.003768234,0.00073527783,4.0877392e-05,99.978676,0.016767709,1.3961388e-05
Cedar Apple Rust,Cedar Apple Rust,True,3.2066426e-11,49.328197,50.6718,1.2189728e-06,1.2481347e-06,4.8898097e-10
Cedar Apple Rust,Cedar Apple Rust,True,1.4681251e-06,0.31210846,99.43046,0.2562281,0.0011985134,9.747665e-06
Apple Scab,Apple Scab,True,8.3141583e-07,99.983086,0.015532981,2.2963233e-05,0.001343202,6.4831456e-06
Fire Blight,Fire Blight,True,0.0042644087,4.5890106e-06,0.0025916703,99.98572,0.007366243,4.9523896e-05
Apple Scab,Apple Scab,True,4.0459924e-09,99.998924,0.00086922036,0.00020709806,4.233883e-06,1.1886747e-09
Alternaria,Alternaria,True,99.99226,0.00061986584,9.329075e-06,3.3754444e-09,0.0071089356,8.4639555e-07
Fire Blight,Fire Blight,True,0.0017841603,0.0008546603,0.16637795,99.80921,0.021095863,0.0006760332
Powdery Mildew,Powdery Mildew,True,4.9628226e-05,1.5215788e-05,2.7152028e-06,0.0017556243,0.8367436,99.16144
Fire Blight,Fire Blight,True,0.0040712687,2.9838777e-05,0.00010700646,99.661995,0.33136514,0.002431439
Cedar Apple Rust,Cedar Apple Rust,True,2.0304513e-07,0.03644855,99.898895,0.064393826,0.0002579741,1.4388236e-06
Powdery Mildew,Powdery Mildew,True,2.0444736e-06,2.1908441e-07,1.6754962e-08,8.951658e-05,0.78177154,99.21813
Cedar Apple Rust,Cedar Apple Rust,True,3.178244e-05,10.609368,89.232864,0.1569623,0.0006846822,8.585458e-05
Powdery Mildew,Powdery Mildew,True,7.644923e-08,1.9776955e-07,2.670444e-10,7.948779e-08,6.2199345,93.78007
Alternaria,Alternaria,True,100.0,4.2078174e-11,5.303107e-13,2.1431261e-18,3.5542425e-07,1.3702868e-16
Healthy,Healthy,True,3.3593635e-09,2.1035206e-08,4.5766524e-15,3.0424486e-13,99.96829,0.031705987
Fire Blight,Fire Blight,True,0.008467896,4.296482e-06,0.012462192,99.61648,0.33017114,0.03241615
Powdery Mildew,Powdery Mildew,True,3.6909914e-06,1.7549588e-05,3.909961e-06,9.4022354e-05,1.5774256,98.422455
Alternaria,Alternaria,True,100.0,1.9116729e-15,6.2129225e-17,2.8751433e-21,5.367861e-09,8.2025944e-20
Cedar Apple Rust,Fire Blight,False,0.00011685353,0.07948004,29.00887,70.78387,0.12717696,0.00049718545
