Actual_Disease,Predicted_Disease,Correct,Prob_Alternaria_%,Prob_Apple Scab_%,Prob_Cedar Apple Rust_%,Prob_Fire Blight_%,Prob_Healthy_%,Prob_Powdery Mildew_%
Fire Blight,Fire Blight,True,0.00014562975,0.070252754,0.008869594,99.87515,0.04554358,3.6568166e-05
Healthy,Powdery Mildew,False,9.1500436e-07,8.766329e-06,6.212782e-07,8.944734e-07,0.38539186,99.61459
Alternaria,Alternaria,True,100.0,4.8550684e-16,1.7320355e-13,1.2752247e-20,6.078615e-10,1.2605672e-24
Cedar Apple Rust,Cedar Apple Rust,True,0.00030419521,0.098177396,99.89605,0.005170103,0.00028811503,2.1007922e-06
Apple Scab,Apple Scab,True,5.0715174e-09,99.9996,0.00037581386,1.5296479e-05,4.1164103e-06,4.69208e-12
Alternaria,Alternaria,True,100.0,5.0640864e-27,7.930034e-25,1.8403225e-33,2.360587e-19,0.0
Powdery Mildew,Powdery Mildew,True,0.00080416683,0.00016626224,2.4956049e-05,0.50488365,16.351208,83.14291
Healthy,Healthy,True,3.2260425e-12,2.0115072e-08,2.5579176e-11,0.00039207793,99.99911,0.0005013027
Alternaria,Alternaria,True,100.0,2.9169345e-14,2.714646e-12,8.946431e-11,4.9796047e-09,7.725075e-21
Powdery Mildew,Powdery Mildew,True,9.138378e-06,3.4211498e-05,7.480939e-06,0.0004322399,0.58536947,99.414154
Healthy,Healthy,True,1.830534e-07,5.1256836e-17,2.438545e-16,1.8754838e-16,100.0,1.2671972e-08
Healthy,Healthy,True,1.5841276e-12,2.3915908e-15,5.541543e-20,5.6624146e-17,100.0,2.7712863e-06
Fire Blight,Fire Blight,True,0.0019141395,0.00082843,0.009347085,99.96993,0.017965848,1.5370351e-05
Fire Blight,Fire Blight,True,0.009955526,2.0875154,0.11720599,97.74942,0.035585668,0.00030979433
Apple Scab,Apple Scab,True,1.0064321e-05,99.826836,0.1568289,0.015617888,0.0007047363,2.63578e-07
Healthy,Healthy,True,8.957436e-24,7.700024e-17,2.2615e-21,1.7108247e-10,100.0,5.0092788e-09
Cedar Apple Rust,Cedar Apple Rust,True,0.0003987068,0.18428896,99.81511,3.6655998e-05,0.00015578109,3.2802844e-10
Healthy,Healthy,True,4.023809e-17,2.0034644e-20,1.1366513e-27,1.980883e-31,100.0,2.378682e-13
Fire Blight,Fire Blight,True,0.0014818431,0.0021800993,0.00067464286,99.965454,0.030180702,3.0167535e-05
Apple Scab,Apple Scab,True,3.8464535e-05,99.678986,0.28440088,0.028056433,0.008493679,1.7918472e-05
Alternaria,Alternaria,True,100.0,1.2281583e-15,2.238652e-13,7.5442216e-14,9.361846e-10,3.704439e-21
Alternaria,Alternaria,True,100.0,3.0039156e-09,5.7139124e-07,7.2043076e-07,8.693365e-08,4.2604635e-15
Cedar Apple Rust,Cedar Apple Rust,True,2.8182312e-06,0.00035601942,99.99789,0.001755969,8.931393e-07,9.607918e-11
Fire Blight,Fire Blight,True,0.008421541,0.009603623,0.24902675,99.723526,0.009274727,0.0001593369
Apple Scab,Apple Scab,True,1.5153859e-06,99.82886,0.16937466,0.0014002224,0.00036392838,7.857711e-08
Fire Blight,Powdery Mildew,False,0.07280837,0.0012419024,0.00797159,39.048542,8.310517,52.558918
Fire Blight,Fire Blight,True,0.00073090434,0.00010002932,8.390242e-05,99.85921,0.13982418,5.4530683e-05
Fire Blight,Fire Blight,True,3.1488955e-07,6.887166e-07,1.4807907e-09,99.99998,2.8446246e-05,1.7332222e-16
Apple Scab,Apple Scab,True,5.135692e-05,98.26665,1.7277273,0.005180373,0.00039353876,3.288972e-07
Cedar Apple Rust,Cedar Apple Rust,True,9.671598e-06,0.0019574072,99.989525,0.008506589,5.1544284e-06,2.0310436e-09
Fire Blight,Fire Blight,True,0.00082034705,5.8519385e-05,0.0027565523,99.99404,0.0023206058,3.065042e-06
Fire Blight,Fire Blight,True,4.1291478e-05,0.0003238628,0.00018657101,95.88744,4.1108923,0.0011098008
Powdery Mildew,Powdery Mildew,True,5.5223413e-06,2.8292123e-05,7.1295415e-07,0.0012512777,4.2324433,95.76627
Cedar Apple Rust,Cedar Apple Rust,True,8.194948e-06,0.00010747559,99.99988,7.183142e-07,1.2917516e-06,1.1437136e-12
Alternaria,Alternaria,True,100.0,5.6775606e-15,3.1751182e-15,4.8344444e-23,2.7923382e-11,7.771711e-30
Alternaria,Alternaria,True,100.0,1.7773601e-08,5.149268e-10,1.1261835e-11,4.0355376e-06,2.042821e-15
Alternaria,Alternaria,True,100.0,6.351254e-12,1.2995669e-14,7.695579e-12,2.3022869e-08,1.0477475e-20
Healthy,Healthy,True,5.0200328e-23,2.5447617e-19,1.6344354e-23,1.9373086e-11,100.0,9.394777e-10
Apple Scab,Apple Scab,True,0.0024809286,99.915085,0.050860487,0.028101789,0.0034692984,3.014588e-06
Alternaria,Alternaria,True,100.0,7.748403e-18,8.089581e-19,1.3361114e-15,8.044132e-11,9.749439e-29
Cedar Apple Rust,Cedar Apple Rust,True,3.8875267e-05,0.0061642355,99.97807,0.015630992,8.9846784e-05,2.51899e-07
Fire Blight,Fire Blight,True,0.007450451,0.007780124,0.00077743945,99.98075,0.003239782,2.4311262e-07
Apple Scab,Apple Scab,True,7.893731e-07,99.84859,0.15115009,7.732277e-06,0.0002516775,9.592552e-10
Healthy,Healthy,True,5.6342457e-27,2.9303e-26,2.3566499e-31,8.2706044e-16,100.0,2.9681637e-14
Apple Scab,Apple Scab,True,7.275589e-07,99.98415,0.014234267,0.0008055353,0.00079485774,1.3279357e-07
Alternaria,Alternaria,True,100.0,1.0443309e-14,1.584139e-13,3.712858e-13,2.0719527e-08,4.8913642e-20
Cedar Apple Rust,Cedar Apple Rust,True,0.00010719283,0.38006774,99.61912,0.0005149532,0.0001875539,6.244258e-08
Apple Scab,Apple Scab,True,1.6332994e-08,99.995895,0.0039562136,3.2665912e-06,0.00014842374,2.6130471e-09
Healthy,Healthy,True,1.1952925e-12,4.934214e-16,9.7843175e-20,2.1772688e-11,99.99998,2.153412e-05
Powdery Mildew,Powdery Mildew,True,8.853364e-07,1.4927761e-05,1.910593e-06,3.618042e-06,0.8396124,99.16038
Healthy,Healthy,True,1.435425e-07,5.679534e-07,3.825293e-09,4.5658126e-06,62.64624,37.353752
Fire Blight,Fire Blight,True,0.0030747426,0.006394858,0.07709131,99.90347,0.009958233,1.13604465e-05
Fire Blight,Fire Blight,True,3.2895667e-05,0.00052870525,0.0069101416,99.98872,0.0038116467,1.156791e-07
Alternaria,Alternaria,True,100.0,1.7139442e-17,4.741769e-16,2.896322e-14,4.0004102e-12,2.1661217e-27
Fire Blight,Fire Blight,True,8.824354e-06,7.4353165e-06,2.1215817e-05,99.99644,0.0035257214,1.662335e-09
Cedar Apple Rust,Cedar Apple Rust,True,7.141113e-05,0.018377725,99.91635,0.06509575,0.00011198158,9.138384e-08
Alternaria,Alternaria,True,100.0,1.1122431e-09,5.798081e-08,1.5770885e-08,7.3391453e-07,4.2797707e-13
Fire Blight,Fire Blight,True,0.00071463926,0.0003137417,7.437024e-05,99.99875,0.00015802337,5.751369e-10
Apple Scab,Apple Scab,True,1.655688e-08,99.95449,0.04544276,8.507975e-08,5.8677382e-05,4.6504335e-11
Apple Scab,Apple Scab,True,1.5159804e-06,99.98353,0.016063243,1.3723406e-06,0.00040427299,2.6752645e-09
Alternaria,Alternaria,True,99.999985,1.413758e-07,6.168071e-08,7.518416e-08,1.0854733e-05,6.338665e-13
Alternaria,Alternaria,True,100.0,2.9887415e-13,1.5590138e-06,4.3267708e-08,1.9628428e-07,1.5024187e-16
Healthy,Healthy,True,2.4730932e-17,9.114869e-14,1.0119488e-15,1.1142023e-06,100.0,4.316966e-06
Apple Scab,Apple Scab,True,7.6386365e-05,99.545044,0.45356268,3.258589e-05,0.0012798416,1.377707e-08
Powdery Mildew,Powdery Mildew,True,1.2638849e-05,0.0001000681,9.653635e-06,0.00021734743,0.78989834,99.20977
Powdery Mildew,Powdery Mildew,True,6.5933314e-06,1.2146761e-05,7.252232e-07,0.002937534,5.2031136,94.79393
Powdery Mildew,Powdery Mildew,True,1.8929088e-06,2.4998255e-05,3.0009935e-06,3.584798e-05,0.4961354,99.5038
Apple Scab,Apple Scab,True,2.7125538e-05,99.82846,0.13869064,0.030091295,0.002720061,1.2372724e-06
Apple Scab,Apple Scab,True,0.052652355,97.694115,0.1943225,2.0354562,0.02335619,9.681744e-05
Powdery Mildew,Powdery Mildew,True,4.2832326e-06,2.1233904e-05,1.126986e-06,0.0021547917,4.0820885,95.91573
Cedar Apple Rust,Cedar Apple Rust,True,0.00630673,1.9869974,95.76768,2.2360501,0.0029230672,4.3892866e-05
Cedar Apple Rust,Cedar Apple Rust,True,0.00011690665,0.020172112,99.97842,0.0012220561,7.576295e-05,8.5078e-09
Alternaria,Alternaria,True,100.0,3.7143235e-17,1.1948576e-15,1.9222865e-12,2.5883803e-10,2.8141775e-24
Alternaria,Alternaria,True,100.0,3.443507e-24,1.393875e-22,6.851359e-26,2.2065e-15,1.2004141e-36
Apple Scab,Apple Scab,True,0.0001960505,93.40172,6.591855,0.004151753,0.002082405,1.0858344e-07
Fire Blight,Fire Blight,True,5.004512e-07,2.729463e-06,1.6595934e-07,99.99777,0.0022288335,1.3647406e-11
Fire Blight,Fire Blight,True,0.0030265746,1.10599385e-05,7.215328e-05,99.996735,0.00015874609,2.3564634e-10
Powdery Mildew,Powdery Mildew,True,7.351284e-08,1.8882595e-06,6.5505255e-08,2.0063825e-07,0.9801858,99.01981
Alternaria,Alternaria,True,100.0,1.3470263e-09,1.5706747e-10,1.0937276e-06,9.4068406e-07,4.725193e-16
Alternaria,Alternaria,True,100.0,1.5104634e-09,2.625909e-06,2.3564179e-07,1.0639578e-07,5.521487e-16
Healthy,Fire Blight,False,1.3263275e-08,3.5516083e-09,4.305699e-06,97.95233,2.0476642,1.02442765e-08
Fire Blight,Fire Blight,True,0.00017579053,0.00024041352,0.00022054183,99.99684,0.0025250434,1.6380797e-07
Apple Scab,Apple Scab,True,5.5230852e-05,99.91198,0.08698245,0.00042196174,0.0005640401,2.034416e-07
Alternaria,Alternaria,True,100.0,1.4811868e-16,1.2356661e-18,1.7840375e-23,1.0442996e-13,1.2468351e-34
Apple Scab,Apple Scab,True,5.3628185e-07,99.96332,0.03590361,0.00069771893,7.5991884e-05,2.7036473e-09
Alternaria,Alternaria,True,100.0,6.705598e-13,2.3552782e-13,4.9272847e-12,9.2724406e-10,7.851056e-24
Alternaria,Alternaria,True,99.998856,9.6729655e-09,3.3326334e-08,3.951139e-14,0.0011440496,8.2900104e-13
Healthy,Healthy,True,1.1468762e-12,6.9291094e-11,3.5597197e-14,8.9666275e-07,99.96513,0.03487322
Alternaria,Alternaria,True,100.0,1.2659138e-13,3.6363829e-12,7.4532176e-17,4.332878e-10,6.542987e-23
Apple Scab,Apple Scab,True,4.3094718e-07,98.70449,1.2953824,9.4394745e-06,0.00012048157,7.808158e-09
Healthy,Healthy,True,0.0007403323,7.960617e-06,7.401893e-09,0.0042644325,99.557144,0.43785524
Alternaria,Alternaria,True,100.0,3.1448868e-22,5.00581e-21,7.090968e-25,2.034616e-15,6.40204e-36
Apple Scab,Apple Scab,True,0.08446439,99.33056,0.11062092,0.4680303,0.006326257,7.115711e-07
Apple Scab,Apple Scab,True,4.0496733e-08,91.609146,8.390813,5.489211e-07,4.455158e-05,5.058221e-10
Powdery Mildew,Powdery Mildew,True,1.6042401e-07,1.7402979e-06,5.058336e-08,1.4156458e-06,2.9639828,97.03601
Cedar Apple Rust,Cedar Apple Rust,True,7.765619e-06,0.0028697557,99.98538,0.011734196,8.530501e-07,2.1358023e-11
Cedar Apple Rust,Cedar Apple Rust,True,0.0007018659,0.03391515,99.96045,0.0046639657,0.0002668595,5.681891e-07
Apple Scab,Apple Scab,True,1.0898444e-05,99.59625,0.37829068,0.023824776,0.001619567,1.7911582e-06
Cedar Apple Rust,Cedar Apple Rust,True,2.5375589e-06,0.19592412,99.80268,0.0013197839,7.417603e-05,3.005262e-07
Cedar Apple Rust,Cedar Apple Rust,True,0.003123032,0.0009370142,99.995575,0.0003331323,1.9566205e-05,3.433923e-09
Cedar Apple Rust,Cedar Apple Rust,True,1.3227732e-06,0.2835014,99.71648,9.003173e-06,1.4591117e-05,1.1774781e-09
Fire Blight,Fire Blight,True,0.00014823666,6.774874e-06,7.429118e-05,99.989845,0.009920403,7.750526e-07
Apple Scab,Apple Scab,True,1.6281894e-05,99.95554,0.043621015,6.274393e-06,0.00081306335,4.3888475e-09
Cedar Apple Rust,Cedar Apple Rust,True,3.055103e-05,0.15036605,99.845375,0.0041517476,7.4648255e-05,4.7369966e-07
Healthy,Powdery Mildew,False,0.00069991377,1.8152632e-05,0.00031500266,0.0015776078,15.403348,84.59405
Healthy,Healthy,True,6.6064496e-15,4.346828e-11,8.274061e-14,3.887595e-06,99.999344,0.00065187353
Healthy,Healthy,True,3.9716154e-11,2.3250168e-10,2.0819421e-14,1.0881064e-09,98.02418,1.9758267
Healthy,Healthy,True,7.020109e-13,1.5834896e-14,1.7991857e-17,3.883074e-13,99.996056,0.0039414014
Fire Blight,Fire Blight,True,0.0006133896,0.014873872,0.00015509216,99.98301,0.0013382044,3.2431257e-07
Alternaria,Alternaria,True,100.0,2.0333878e-06,8.149199e-09,2.9530167e-08,2.7153326e-06,8.101394e-15
Cedar Apple Rust,Cedar Apple Rust,True,1.712667e-06,0.0005199997,99.99947,3.467972e-07,1.8880515e-07,5.5553937e-14
Powdery Mildew,Powdery Mildew,True,7.357936e-08,4.673647e-07,1.7688498e-09,9.372391e-05,25.709469,74.29043
Healthy,Healthy,True,2.7071545e-07,1.1289146e-07,3.136983e-11,1.6328836e-15,99.99882,0.0011813809
Alternaria,Alternaria,True,100.0,1.7948705e-12,6.323954e-14,4.8340736e-09,2.191155e-07,1.9379327e-19
Cedar Apple Rust,Cedar Apple Rust,True,4.3921445e-05,0.37090728,99.627716,0.0012554507,8.0515165e-05,1.5451982e-07
Apple Scab,Apple Scab,True,0.0029479787,89.44701,10.546914,0.0030299304,0.00010259531,1.2778599e-09
Alternaria,Alternaria,True,100.0,1.945491e-16,1.69465e-15,1.0076668e-12,2.122251e-10,1.4254324e-24
Alternaria,Alternaria,True,100.0,3.3000057e-20,4.193333e-18,7.376501e-19,1.1884267e-13,5.5034054e-30
Apple Scab,Apple Scab,True,3.6631516e-08,99.99739,0.0024931324,0.00011253187,1.0872043e-05,3.5385042e-11
Fire Blight,Fire Blight,True,0.001527216,0.00014187954,0.03458123,99.96353,0.00020859773,5.550467e-09
Fire Blight,Fire Blight,True,0.002141002,0.032891534,0.00041233865,99.94798,0.016570967,2.4099693e-06
Apple Scab,Apple Scab,True,1.813538e-08,99.990585,0.009307631,1.240357e-07,0.00010478011,1.0278772e-09
Apple Scab,Apple Scab,True,5.468084e-07,99.959595,0.040149458,3.7154184e-08,0.00025423148,5.415925e-11
Apple Scab,Apple Scab,True,1.8382215e-08,99.983665,0.01629441,5.7625357e-06,3.298243e-05,5.638148e-10
Alternaria,Alternaria,True,100.0,1.22817026e-11,2.88395e-08,4.2312792e-14,1.2822561e-09,2.3783004e-21
Fire Blight,Fire Blight,True,0.000121999845,1.2261022e-06,0.00027701934,99.99944,0.00016563851,4.6413323e-10
Cedar Apple Rust,Cedar Apple Rust,True,6.150902e-05,0.027091911,99.93846,0.034074493,0.00030210242,2.4389078e-06
Alternaria,Alternaria,True,100.0,2.2534475e-14,1.3151761e-15,1.035657e-17,1.5519783e-11,1.4465462e-28
Powdery Mildew,Powdery Mildew,True,3.2769154e-07,4.176247e-06,2.936047e-07,6.997166e-06,0.69560784,99.304375
Alternaria,Alternaria,True,100.0,1.49395e-22,1.247825e-19,2.1249507e-23,1.6881212e-14,1.7111937e-32
Alternaria,Alternaria,True,100.0,1.1524539e-09,2.3405024e-11,5.0484348e-12,3.6207537e-09,4.445912e-21
Powdery Mildew,Powdery Mildew,True,4.1326486e-05,0.00018138727,3.4177283e-05,0.008617543,1.1598788,98.83125
Apple Scab,Apple Scab,True,0.00038283961,98.75111,1.2415646,0.0003965284,0.0065530958,3.7476462e-07
Powdery Mildew,Powdery Mildew,True,8.5802785e-06,2.5164592e-05,2.1961418e-06,7.105222e-05,3.7191432,96.280754
Healthy,Healthy,True,2.131602e-08,8.291012e-06,1.4876177e-05,1.3663107,98.632225,0.0014372754
Powdery Mildew,Powdery Mildew,True,8.692814e-06,5.014396e-05,2.809951e-06,0.00042351944,1.0092478,98.99027
Apple Scab,Apple Scab,True,2.442913e-05,99.11329,0.88282454,0.0035126228,0.00035212171,3.8815165e-07
Cedar Apple Rust,Apple Scab,False,5.836714e-08,55.648266,44.351692,7.905727e-07,4.2298638e-05,1.1023434e-09
Apple Scab,Apple Scab,True,5.4190645e-05,99.812355,0.18261535,0.0030064886,0.0019546715,3.4240497e-06
Apple Scab,Apple Scab,True,1.4059694e-06,98.78619,1.2133638,1.9728577e-05,0.00042662665,9.7267705e-09
Cedar Apple Rust,Cedar Apple Rust,True,0.00037437497,0.04809764,99.95142,9.167413e-05,2.190005e-05,6.164736e-11
Alternaria,Alternaria,True,100.0,5.0383323e-24,2.8000853e-24,1.4621817e-26,2.9280913e-16,1.0347468e-38
Powdery Mildew,Powdery Mildew,True,1.5695334e-05,9.3845396e-05,3.7115722e-06,0.0046329065,4.018134,95.97713
Healthy,Healthy,True,2.8888517e-05,5.729794e-06,1.3982294e-06,2.9690208e-09,82.04169,17.958282
Alternaria,Alternaria,True,100.0,9.705383e-16,1.9503175e-12,1.2376789e-13,2.5883556e-10,5.4930896e-21
Fire Blight,Fire Blight,True,0.0015480007,0.0030339297,0.006498725,99.98073,0.008165746,3.0498764e-05
Powdery Mildew,Powdery Mildew,True,5.632664e-06,5.08464e-05,5.983555e-06,0.0002761502,0.8003581,99.19931
Alternaria,Alternaria,True,100.0,2.9087853e-17,4.838196e-13,1.2792046e-21,3.9041593e-11,5.4500175e-26
Powdery Mildew,Powdery Mildew,True,3.753135e-07,7.486789e-06,7.523441e-08,4.3418376e-07,6.6891866,93.3108
Fire Blight,Fire Blight,True,0.00050060946,0.0024854809,0.00013432269,99.93637,0.060494035,1.8204222e-05
Healthy,Healthy,True,2.2857123e-16,6.5507095e-14,1.5783212e-17,2.8661623e-07,100.0,3.4572517e-07
Apple Scab,Apple Scab,True,1.7586019e-05,99.92154,0.05596672,0.020082995,0.002398766,7.400552e-07
Apple Scab,Apple Scab,True,1.35717455e-05,99.97198,0.025730778,0.00052213634,0.0017462851,1.0578071e-06
Cedar Apple Rust,Cedar Apple Rust,True,0.0018475095,1.729426,98.18448,0.08348342,0.00075977907,8.159705e-07
Powdery Mildew,Powdery Mildew,True,6.6483485e-06,1.4579264e-05,1.6657967e-05,6.747732e-05,1.1871985,98.81269
Apple Scab,Apple Scab,True,2.4889107e-07,99.931526,0.068411455,3.6384654e-07,6.057621e-05,5.9614746e-10
Fire Blight,Fire Blight,True,0.0017442015,0.0003561272,0.1552318,99.791374,0.051210716,8.041166e-05
Powdery Mildew,Powdery Mildew,True,1.5007542e-07,1.9655204e-06,3.1607936e-08,5.731482e-06,6.670646,93.32934
Powdery Mildew,Powdery Mildew,True,9.557979e-06,0.00013052046,1.2372223e-05,2.666082e-05,1.6925273,98.3073
Apple Scab,Apple Scab,True,1.3299639e-08,99.99473,0.0051890626,3.7235576e-08,7.907382e-05,2.8639618e-11
Healthy,Healthy,True,9.802543e-14,3.4807004e-22,4.1651914e-27,2.1067894e-31,100.0,5.2611056e-17
Healthy,Healthy,True,2.6189474e-19,1.5132667e-15,7.074224e-22,1.0820746e-12,99.99994,5.9678696e-05
Powdery Mildew,Powdery Mildew,True,8.618863e-07,6.7467804e-06,1.536841e-07,5.5542932e-06,7.177875,92.8221
Apple Scab,Apple Scab,True,8.70698e-07,99.95598,0.04345591,1.4643858e-05,0.0005430194,7.123865e-08
Apple Scab,Apple Scab,True,4.5261827e-06,99.9877,0.012256883,3.179469e-06,3.865065e-05,1.7562578e-10
Healthy,Healthy,True,4.484078e-15,2.862855e-12,2.999753e-20,7.0700504e-13,99.999985,8.154761e-06
Alternaria,Alternaria,True,100.0,1.3132817e-14,8.235666e-14,2.1123722e-18,1.259482e-11,1.9796047e-25
Powdery Mildew,Powdery Mildew,True,0.00012186621,0.00045793212,7.424403e-05,0.0014142641,1.0159281,98.98201
Powdery Mildew,Powdery Mildew,True,5.955137e-07,8.720584e-06,7.5685404e-07,1.178159e-05,0.5266424,99.473335
Cedar Apple Rust,Cedar Apple Rust,True,0.00011473298,0.0030007428,99.99587,0.0009815351,3.2401455e-05,4.0723723e-08
Powdery Mildew,Powdery Mildew,True,1.0963355e-06,7.816621e-06,2.3092541e-06,1.982393e-05,0.33078542,99.669174
Apple Scab,Apple Scab,True,4.8830184e-08,99.98444,0.015430976,0.00010361349,1.27020685e-05,1.2849716e-10
Cedar Apple Rust,Cedar Apple Rust,True,0.0002509575,0.029270625,99.96988,0.00046663694,0.00013917201,2.6802988e-08
Apple Scab,Apple Scab,True,1.0163754e-07,99.9865,0.013321079,0.00014506289,3.10587e-05,5.166852e-10
Powdery Mildew,Powdery Mildew,True,1.0833664e-05,1.9809243e-06,2.6234742e-05,9.641337e-05,0.7339057,99.26596
Powdery Mildew,Powdery Mildew,True,2.3535944e-05,0.00011262742,6.512159e-06,0.0045602485,2.0884433,97.90685
Healthy,Healthy,True,8.2647024e-14,2.910799e-11,5.763369e-17,2.610632e-11,99.94836,0.051638525
Cedar Apple Rust,Cedar Apple Rust,True,0.016948024,0.008130448,76.08929,23.88084,0.004781075,1.3107743e-05
Healthy,Healthy,True,7.319853e-11,1.5281394e-10,8.7597913e-16,3.3631399e-21,100.0,1.1826761e-06
Healthy,Healthy,True,4.370081e-08,2.5458861e-13,5.5845687e-16,4.046792e-09,99.999985,1.4408986e-05
Apple Scab,Apple Scab,True,2.8611739e-08,99.99827,0.0015562291,7.1971413e-06,0.00015457223,2.2171334e-09
Alternaria,Alternaria,True,100.0,2.317812e-17,1.3222093e-14,3.1267822e-18,1.3248676e-10,3.4316e-24
Alternaria,Alternaria,True,100.0,1.8562678e-14,2.2202205e-15,2.2601127e-20,2.200829e-12,7.382231e-30
Apple Scab,Apple Scab,True,4.812398e-05,99.980896,0.015483718,0.00020058488,0.0033728054,2.7709896e-06
Cedar Apple Rust,Cedar Apple Rust,True,7.070046e-05,36.4688,63.506477,0.024589673,6.287401e-05,2.0943636e-08
Alternaria,Alternaria,True,100.0,2.8072145e-12,7.787952e-13,2.9409984e-16,4.6479563e-11,2.5804513e-27
Cedar Apple Rust,Cedar Apple Rust,True,9.798761e-06,0.0015970316,99.998,0.00038930235,2.6451391e-06,3.347706e-10
Powdery Mildew,Powdery Mildew,True,0.011273884,0.008870164,0.028905464,3.725158,2.86587,93.35993
Alternaria,Alternaria,True,100.0,2.0505767e-12,1.098257e-11,7.256371e-10,3.6732295e-09,1.8013142e-20
Fire Blight,Fire Blight,True,0.0006014046,0.0015587084,7.0414585e-06,99.99704,0.00078173133,6.3282344e-09
Cedar Apple Rust,Cedar Apple Rust,True,7.7926956e-08,41.384735,58.6152,4.2672646e-06,5.3256106e-05,1.9789173e-10
Cedar Apple Rust,Cedar Apple Rust,True,0.00017398086,0.1636532,99.41981,0.41539404,0.0009487658,1.6854467e-05
Apple Scab,Apple Scab,True,4.691699e-05,99.98741,0.008970903,0.0001775358,0.0033945984,2.0341051e-06
Fire Blight,Fire Blight,True,0.0012603911,1.8609544e-05,0.012703704,99.97838,0.0076323515,1.3478935e-06
Apple Scab,Apple Scab,True,1.1371134e-06,99.99837,0.0014541692,0.00016563328,1.0800182e-05,3.884131e-11
Alternaria,Alternaria,True,99.999725,2.0815121e-05,6.638079e-07,9.0629587e-10,0.00025088404,4.323937e-12
Fire Blight,Fire Blight,True,0.0038828906,0.0025323066,0.344791,99.57373,0.0748762,0.00019061344
Powdery Mildew,Powdery Mildew,True,6.795311e-05,0.00012962901,5.9560152e-05,0.00249547,0.78988934,99.20736
Fire Blight,Fire Blight,True,0.0026227802,0.00030843704,0.0008448897,99.535324,0.4603597,0.00055051636
Cedar Apple Rust,Cedar Apple Rust,True,9.730279e-05,0.033916567,99.89977,0.065748274,0.00046034553,3.3632186e-06
Powdery Mildew,Powdery Mildew,True,4.163101e-06,1.3593514e-05,2.0186621e-06,0.00019615295,1.0325274,98.967255
Cedar Apple Rust,Cedar Apple Rust,True,0.0026373197,8.291035,91.08873,0.61230814,0.0051495666,0.00014362733
Powdery Mildew,Powdery Mildew,True,1.673734e-07,3.2770204e-06,4.0516653e-08,1.6316761e-06,6.1142845,93.88571
Alternaria,Alternaria,True,100.0,1.1854016e-14,1.9733052e-14,2.071047e-20,3.7243948e-11,2.7083455e-28
Healthy,Healthy,True,3.2226268e-08,2.178145e-07,7.2095793e-12,9.406822e-10,99.88045,0.11955868
Fire Blight,Fire Blight,True,0.003271627,7.4183463e-06,0.010219453,99.72844,0.24619536,0.011873997
Powdery Mildew,Powdery Mildew,True,9.865701e-05,0.00025890162,0.00025249185,0.00095019996,1.6865796,98.31186
Alternaria,Alternaria,True,100.0,1.9290295e-20,1.2475828e-18,8.528978e-23,1.7100348e-14,1.8081532e-32
Cedar Apple Rust,Fire Blight,False,0.0018281973,0.043268852,12.924865,86.91942,0.11039846,0.00022220088
Healthy,Healthy,True,1.0472019e-24,6.4460735e-22,4.8034073e-26,6.147185e-13,100.0,4.436392e-13
Cedar Apple Rust,Cedar Apple Rust,True,1.8124038e-05,0.00033894074,99.999596,4.241099e-05,8.7136857e-07,4.995381e-11
